RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2778,15776233,758,61,8,125397.21,1,1,0,182184.09,1
2779,15761141,604,71,10,0,2,1,1,129984.2,0
2780,15781702,733,38,9,111347.37,2,0,1,194872.97,0
2781,15790235,778,40,8,104291.41,2,1,1,117507.11,0
2782,15641416,732,61,9,94867.18,2,1,1,157527.6,1
2783,15775234,646,24,8,0,2,0,0,92612.88,0
2784,15659475,597,33,6,135703.59,2,0,0,74850.84,0
2785,15642202,821,37,5,106453.53,2,0,1,127413,0
2786,15771417,640,43,7,132412.38,1,0,0,69584.3,1
2787,15585100,511,40,9,124401.6,1,1,0,198814.24,1
2788,15700487,805,46,6,118022.06,3,1,0,162643.15,1
2789,15726589,540,39,1,82531.11,1,1,0,114092.52,0
2790,15747503,705,44,0,184552.12,1,1,0,68860.3,1
2791,15595883,540,39,4,127278.31,1,1,1,16150.34,0
2792,15663826,532,66,3,0,1,1,1,115227.02,0
2793,15742820,535,45,2,0,2,0,1,170621.55,0
2794,15624793,627,23,5,184244.86,1,1,0,103099.22,0
2795,15597930,646,52,8,59669.43,1,0,0,172495.81,1
2796,15665110,515,25,7,79543.59,1,0,1,38772.82,0
2797,15770719,697,39,6,151553.19,1,1,1,44946.29,0
2798,15731327,652,27,2,166527.88,2,0,1,146007.7,0
2799,15576044,579,28,6,150329.15,1,1,0,145558.42,0
2800,15775662,760,43,8,121911.59,1,1,0,193312.33,0
2801,15646817,769,51,9,156773.78,2,1,0,40257.79,0
2802,15596060,498,29,8,127864.26,1,1,1,46677.9,0
2803,15723299,774,53,4,113709.28,1,1,1,153887.93,1
2804,15636982,705,43,7,79974.55,1,1,1,103108.33,0
2805,15751175,648,44,2,0,2,1,1,58652.23,0
2806,15618936,688,51,5,0,1,1,0,91624.11,1
2807,15787529,592,38,0,0,1,1,0,65986.48,1
2808,15780128,705,33,3,144427.96,2,1,0,113845.19,0
2809,15615991,654,42,7,99263.09,1,1,1,67607.9,0
2810,15757001,624,32,2,79368.87,2,1,1,145471.94,0
2811,15595388,594,30,10,0,2,1,1,124071.71,0
2812,15699550,695,34,9,0,2,1,1,67502.12,0
2813,15581620,597,28,2,0,3,1,1,78707.97,0
2814,15600934,758,52,7,125095.94,1,1,0,171189.83,1
2815,15738672,737,40,2,162485.8,2,1,0,149381.32,0
2816,15721307,694,37,1,95668.82,2,1,0,100335.55,0
2817,15619280,683,25,4,0,2,1,0,152698.24,0
2818,15768244,538,30,8,0,2,1,1,41192.95,0
2819,15806837,669,37,4,0,1,1,0,132540.33,0
2820,15643496,730,34,5,74197.38,2,1,0,96875.52,0
2821,15813916,622,31,1,89688.94,1,1,1,152305.47,0
2822,15626385,714,33,10,103121.33,2,1,1,49672.01,0
2823,15603582,569,34,3,0,1,1,0,133997.53,0
2824,15764351,668,59,5,120170.07,1,0,1,50454.8,0
2825,15667938,628,32,9,149136.31,2,1,1,16402.11,0
2826,15576360,600,40,1,141136.79,1,1,1,67803.83,0
2827,15628813,693,43,4,152341.55,1,1,0,9241.78,0
2828,15584190,704,36,7,120026.98,2,0,1,100601.73,0
2829,15716449,527,33,9,132168.28,1,0,0,98734.15,0
2830,15759913,553,43,6,85200.82,2,1,1,160574.09,0
2831,15701555,575,53,1,84903.33,2,0,1,26015.8,0
2832,15758482,626,32,0,0,2,0,0,187172.54,0
2833,15758171,582,20,4,0,1,1,1,55763.66,0
2834,15680346,683,40,8,0,1,1,0,75848.22,0
2835,15649124,850,30,9,121535.18,1,0,0,40313.47,0
2836,15812917,653,35,6,116662.96,2,1,1,23864.21,0
2837,15768455,679,60,8,0,2,1,1,51380.9,0
2838,15703059,549,49,6,124829.16,1,0,1,93551.36,0
2839,15646196,850,36,2,155180.56,2,0,0,169415.54,0
2840,15585451,558,32,1,108262.87,1,1,1,6935.31,0
2841,15714057,528,40,4,0,2,1,0,25399.7,0
2842,15748473,801,38,5,0,2,1,0,66256.27,0
2843,15785782,513,48,2,0,1,1,1,114709.13,1
2844,15693233,666,38,6,99812.88,2,1,1,158357.97,0
2845,15757521,606,35,2,132164.26,1,0,1,164815.59,0
2846,15812513,599,45,10,103583.05,1,1,0,132127.69,1
2847,15674950,544,39,4,142406.43,2,1,0,146637.45,0
2848,15678572,529,38,7,99842.5,2,1,0,90256.06,1
2849,15713608,850,41,5,0,2,1,1,34827.43,0
2850,15579262,497,41,9,0,1,0,0,22074.48,0
2851,15610426,764,39,5,81042.42,1,0,1,109805.17,0
2852,15776454,603,48,5,0,1,1,0,100478.6,1
2853,15771483,609,40,6,0,2,1,1,97416.34,0
2854,15648489,487,53,4,199689.49,1,1,1,24207.86,1
2855,15646609,748,33,1,142645.43,1,0,0,69132.66,0
2856,15693203,710,75,5,0,2,1,1,9376.89,0
2857,15813067,432,45,3,110219.14,1,1,0,43046.7,1
2858,15769829,534,51,3,0,2,0,1,20856.31,0
2859,15662434,607,25,3,0,2,0,0,187048.72,0
2860,15773503,551,32,4,0,2,1,0,53420.53,0
2861,15705890,674,45,7,142072.02,1,1,0,37013.29,0
2862,15711398,525,25,6,0,2,1,0,89566.64,0
2863,15752375,645,33,8,149564.61,1,0,0,149913.84,0
2864,15659175,755,43,9,0,2,1,0,18066.69,0
2865,15597033,708,37,8,153366.13,1,1,1,26912.34,0
2866,15590228,715,21,6,76467.16,1,1,1,173511.72,0
2867,15631848,727,26,9,121508.28,1,1,1,146785.44,0
2868,15654211,559,27,1,0,1,0,1,1050.33,0
2869,15707968,545,36,8,73211.12,2,1,0,89587.34,1
2870,15594084,524,22,9,0,2,1,0,74405.34,0
2871,15651093,707,55,1,0,2,0,1,54409.48,0
2872,15798824,671,38,0,92674.94,2,1,0,3647.57,0
2873,15671591,439,52,3,96196.24,4,1,0,198874.52,1
2874,15707189,667,36,1,114391.62,1,1,1,53412.54,0
2875,15733581,831,32,9,80262.66,1,1,0,194867.78,0
2876,15641640,545,33,7,173331.52,1,1,0,150452.88,0
2877,15585284,604,35,7,147285.52,1,1,1,57807.05,0
2878,15617866,657,67,5,119785.47,2,1,1,107534.32,0
2879,15667751,487,36,1,140137.15,1,1,0,194073.33,0
2880,15669411,750,52,6,107467.56,1,1,0,126233.18,1
2881,15789425,694,37,8,98218.04,2,1,0,182354.46,1
2882,15570943,711,35,2,133607.75,1,1,1,120586.32,0
2883,15685829,551,37,3,0,2,1,1,50578.4,0
2884,15721917,559,38,8,95139.41,1,1,1,86575.46,0
2885,15776047,620,29,3,0,2,0,1,153392.28,0
2886,15716024,660,42,5,0,2,1,0,115509.59,0
2887,15675328,449,37,6,0,2,1,0,82176.48,0
2888,15604314,703,26,1,97331.19,1,1,0,63717.49,0
2889,15658339,795,37,2,139265.63,2,1,1,198745.94,0
2890,15630402,594,31,9,0,1,0,1,5719.11,0
2891,15689616,586,34,5,168094.01,1,0,0,20058.61,0
2892,15774224,613,30,5,131563.88,2,1,0,170638.98,0
2893,15701291,601,44,3,0,2,1,0,30607.11,0
2894,15719606,657,50,9,0,2,0,0,37171.46,0
2895,15644119,531,31,3,0,1,1,1,42589.33,0
2896,15646859,621,47,7,107363.29,1,1,1,66799.28,0
2897,15606836,782,33,2,94493.03,1,0,1,101866.39,0
2898,15664150,528,29,9,170214.23,2,1,0,49284,0
2899,15624510,696,52,6,139781.06,1,1,0,27445.4,1
2900,15810944,586,35,7,0,2,1,0,70760.69,0
2901,15668575,626,26,8,148610.41,3,0,1,104502.02,1
2902,15603246,498,73,2,170241.7,2,1,1,165407.96,0
2903,15804002,691,33,1,128306.83,1,1,1,113580.79,0
2904,15728773,568,47,7,0,2,1,1,45978.39,0
2905,15598044,715,35,3,0,1,1,1,152012.36,0
2906,15694829,680,32,7,175454,1,0,1,77349.92,0
2907,15600575,802,41,6,0,2,1,0,47322.05,0
2908,15727311,539,22,0,100885.93,2,1,1,38772.65,0
2909,15570769,494,69,9,93320.8,1,1,1,24489.44,0
2910,15606274,594,38,6,63176.44,2,1,1,14466.08,0
2911,15746139,596,33,2,139451.67,1,0,0,63142.12,0
2912,15704987,649,52,8,49113.75,1,1,0,41858.43,0
2913,15628972,699,32,1,123906.22,3,1,1,127443.82,1
2914,15697686,787,40,6,0,2,1,1,84151.98,0
2915,15733883,604,28,7,0,2,0,0,58595.64,0
2916,15617482,489,52,1,131441.51,1,1,0,37240.11,1
2917,15704583,651,56,2,0,1,1,0,114522.68,1
2918,15621083,698,57,6,136325.48,2,1,1,72549.27,1
2919,15649487,578,38,4,113150.44,2,1,0,176712.59,1
2920,15736760,538,42,9,0,1,0,0,152855.96,0
2921,15714658,696,33,4,0,2,1,1,73371.65,0
2922,15599081,507,46,8,102785.16,1,1,1,70323.68,0
2923,15705113,685,34,6,83264.28,1,0,0,9663.28,0
2924,15631159,705,41,4,72252.64,2,1,1,142514.66,0
2925,15792818,499,29,6,148051.52,1,1,0,118623.94,0
2926,15633531,717,76,9,138489.66,1,1,1,68400.14,0
2927,15744529,510,63,8,0,2,1,1,115291.86,0
2928,15669656,632,32,6,111589.33,1,1,1,170382.99,0
2929,15581198,668,39,0,122104.79,1,1,0,112946.67,1
2930,15729054,744,32,4,96106.83,1,1,1,79812.77,0
2931,15573452,663,42,7,115930.87,1,1,0,19862.78,0
2932,15776733,638,37,7,124513.66,2,1,0,158610.89,0
2933,15724858,688,54,9,0,1,1,0,191212.63,1
2934,15713144,588,46,8,0,1,1,0,61931.21,0
2935,15690188,631,33,7,0,1,1,1,58043.02,1
2936,15689425,687,35,8,100988.39,2,1,0,22247.27,0
2937,15671766,599,44,10,118577.24,1,1,1,31448.52,0
2938,15782806,718,28,6,0,2,1,0,146875.86,0
2939,15764419,730,27,5,0,2,1,1,116081.93,0
2940,15591915,533,39,2,0,1,0,1,73669.94,1
2941,15772798,711,28,5,0,2,1,1,93959.96,0
2942,15792008,555,26,9,0,2,0,1,158918.03,0
2943,15715541,850,42,9,113311.11,1,1,1,198193.75,0
2944,15639277,678,41,9,0,1,0,0,13160.03,0
2945,15798850,576,32,7,0,2,1,0,4660.91,0
2946,15776348,835,20,4,124365.42,1,0,0,180197.74,1
2947,15727696,592,42,1,147249.29,2,1,1,63023.02,0
2948,15793813,774,36,7,103688.19,1,0,1,118971.74,0
2949,15694395,620,29,1,138740.24,2,0,0,154700.61,0
2950,15764195,519,39,4,111900.14,1,1,1,97577.17,0
2951,15744919,734,37,0,152760.24,1,1,1,48990.5,0
2952,15671655,763,31,7,143966.3,2,1,1,140262.96,1
2953,15654901,733,51,10,141556.96,1,1,0,130189.53,0
2954,15649136,650,43,6,0,2,1,1,16301.91,0
2955,15775562,538,33,5,0,2,1,0,126962.41,0
2956,15807481,577,46,1,0,1,1,1,158750.53,0
2957,15642885,792,30,8,0,2,1,0,199644.2,0
2958,15789109,686,41,10,0,1,1,1,144272.71,1
2959,15814004,589,29,2,0,2,0,1,98320.27,0
2960,15673619,530,25,9,162560.32,1,1,0,64129.03,0
2961,15595135,778,29,7,123229.46,1,1,0,181221.09,0
2962,15583681,616,31,7,76665.71,2,1,1,163809.08,0
2963,15605000,550,38,9,140278.99,3,1,1,171457.06,1
2964,15718071,655,51,3,0,2,0,1,15801.02,0
2965,15679760,721,46,1,115764.32,2,0,0,102950.79,0
2966,15654574,499,36,5,131142.53,2,1,0,174918.46,0
2967,15577178,511,45,5,68375.27,1,1,0,193160.25,1
2968,15595324,579,39,5,117833.3,3,0,0,5831,1
2969,15756932,696,36,7,0,2,1,1,82298.59,0
2970,15726358,681,34,7,0,2,0,0,130686.59,0
2971,15595228,815,45,7,0,1,0,1,52885.23,1
2972,15782530,681,30,2,111093.01,1,1,0,68985.99,0
2973,15592877,641,42,9,132657.55,1,1,0,35367.19,0
2974,15651983,591,56,9,128882.49,1,1,1,196241.94,1
2975,15746737,565,59,9,69129.59,1,1,1,170705.53,0
2976,15774179,487,37,6,0,2,1,1,126477.41,0
2977,15667265,729,39,4,121404.64,1,1,1,159618.17,0
2978,15655123,505,45,9,131355.3,3,1,0,195395.33,1
2979,15595917,580,35,1,102097.33,1,0,1,168285.85,0
2980,15668385,642,40,1,154863.15,1,1,1,138052.51,0
2981,15709476,850,41,3,99945.93,2,1,0,71179.31,0
2982,15711218,616,39,2,121704.32,2,1,0,55556.3,0
2983,15798659,526,43,3,0,2,1,0,31705.19,0
2984,15663939,523,35,8,138782.76,1,1,1,186118.93,0
2985,15694946,663,35,9,0,2,1,1,195580.28,0
2986,15631912,840,30,8,136291.71,1,1,0,54113.38,0
2987,15768816,570,42,0,107856.57,2,1,0,127528.84,0
2988,15682268,676,26,1,108348.66,1,0,0,60231.74,1
2989,15684801,689,47,1,93871.95,3,1,0,156878.42,1
2990,15636428,703,45,1,0,1,1,0,182784.11,1
2991,15809823,491,19,2,125860.2,1,0,0,129690.5,0
2992,15699284,584,49,8,172713.44,1,1,0,113860.81,0
2993,15786993,810,51,5,0,2,0,1,184524.74,0
2994,15709441,745,59,8,0,1,1,1,36124.98,0
2995,15710257,625,39,3,130786.92,1,0,1,121316.07,0
2996,15582492,535,29,2,112367.34,1,1,0,185630.76,0
2997,15575694,729,45,7,91091.06,2,1,0,71133.12,0
2998,15756820,655,26,7,106198.5,1,0,1,32020.42,0
2999,15766289,751,47,5,142669.93,2,1,0,162760.96,0
3000,15593014,525,33,1,112833.35,1,0,1,175178.56,0
3001,15584545,532,40,5,0,2,0,1,177099.71,0
3002,15675949,696,43,4,0,2,1,1,66406.37,0
3003,15672091,786,32,2,104336.43,2,0,0,59559.81,0
3004,15801658,580,55,6,104305.74,1,0,1,175750.21,0
3005,15706185,596,47,5,140187.1,2,1,1,174311.3,0
3006,15789863,683,39,4,0,2,1,0,171716.81,0
3007,15720943,747,45,1,114959.12,1,1,0,189362.39,1
3008,15697997,602,33,5,164704.38,1,0,1,180716.1,1
3009,15665416,779,62,10,119096.55,1,0,1,116977.89,0
3010,15660200,551,31,1,0,2,1,1,185105.44,0
3011,15619653,666,47,2,0,1,1,0,35046.97,1
3012,15773447,526,30,8,0,1,1,0,36251,0
3013,15739160,849,41,9,115465.28,1,1,0,103174.5,0
3014,15689237,471,27,4,0,2,1,0,122642.09,0
3015,15679297,628,43,3,184926.61,1,1,0,122937.57,0
3016,15591433,674,43,8,85957.88,2,1,0,8757.39,0
3017,15642725,797,32,10,114084.6,1,0,1,125782.29,0
3018,15701962,590,29,2,166930.76,2,1,0,122487.73,0
3019,15811613,588,27,8,0,1,1,0,20066.38,0
3020,15741049,577,29,7,0,2,1,1,55473.15,0
3021,15724423,571,38,6,107193.82,2,0,0,38962.94,0
3022,15574305,680,36,3,116275.12,1,1,1,63795.8,0
3023,15678168,648,27,7,0,2,1,1,163060.43,0
3024,15697020,618,39,2,91068.56,1,1,0,26578.69,0
3025,15610801,648,41,5,123049.21,1,0,1,5066.76,0
3026,15745232,759,39,6,0,2,1,1,140497.67,0
3027,15722758,585,40,7,0,2,0,0,146156.98,0
3028,15792102,774,42,3,137781.65,1,0,0,199316.19,0
3029,15675185,697,48,2,108128.96,2,1,1,103944.37,0
3030,15801247,605,39,10,105317.73,2,1,0,138021.36,0
3031,15725660,676,20,1,80569.73,1,0,0,68621.98,0
3032,15638963,678,22,4,174852.89,1,1,1,28149.06,0
3033,15800061,495,45,3,89158.94,3,1,0,135169.76,1
3034,15578006,787,85,10,0,2,1,1,116537.96,0
3035,15668504,770,36,2,89800.14,1,1,1,105922.69,0
3036,15687491,817,45,9,101207.75,1,0,0,88211.12,1
3037,15610403,659,43,1,106086.42,2,1,0,26900.63,0
3038,15741094,693,21,1,0,2,1,1,3494.02,0
3039,15807909,744,47,9,0,2,1,0,113163.17,0
3040,15666141,829,26,8,101440.36,2,1,1,19324.5,0
3041,15617134,716,38,4,0,2,1,0,189678.7,0
3042,15783029,671,34,7,106603.74,2,1,1,26387.71,0
3043,15622833,835,29,10,130420.2,2,0,0,106276.55,0
3044,15746422,636,38,1,0,1,1,0,45015.38,0
3045,15750839,649,29,2,45022.23,1,1,1,173495.77,0
3046,15749130,621,27,1,74298.43,1,1,1,52581.96,0
3047,15779862,658,31,3,133003.03,1,0,1,146339.27,1
3048,15767871,784,48,7,0,2,1,1,182609.97,0
3049,15679651,783,37,1,136689.66,1,1,0,197890.65,0
3050,15576219,615,32,4,0,2,1,1,6225.63,0
3051,15699247,791,44,5,0,2,1,1,123977.86,1
3052,15619087,762,53,1,102520.37,1,1,1,170195.4,0
3053,15605327,607,35,2,0,2,1,1,114190.3,0
3054,15610140,601,34,5,0,2,1,0,27022.57,0
3055,15791174,540,67,1,88382.01,1,0,1,59457,0
3056,15602373,812,44,4,115049.15,2,1,0,165038.41,0
3057,15762605,685,58,1,104796.54,1,1,1,154181.41,0
3058,15598840,680,33,1,123082.08,1,1,0,134960.98,0
3059,15744279,680,58,8,0,2,1,1,65708.5,0
3060,15670619,631,33,8,0,2,0,0,117374.22,0
3061,15599533,569,43,7,0,2,1,1,77703.19,0
3062,15757837,584,33,3,88311.48,2,1,1,177651.38,0
3063,15697574,582,40,9,0,3,1,1,60954.45,0
3064,15578738,609,32,7,71872.19,1,1,1,151924.9,0
3065,15762228,506,35,6,110046.93,2,1,0,26318.73,0
3066,15614827,503,42,8,104430.08,1,1,1,147557.71,0
3067,15789815,503,28,5,0,2,1,0,125918.17,0
3068,15579781,806,31,10,138653.51,1,1,0,190803.37,0
3069,15587013,653,31,7,102575.04,1,1,1,11043.54,0
3070,15570932,666,43,7,137780.74,2,1,1,119100.05,1
3071,15794661,674,32,2,0,2,1,0,140579.17,0
3072,15581654,798,32,7,0,2,0,1,37731.95,0
3073,15644296,740,30,8,105209.54,1,1,0,1852.58,0
3074,15614420,531,32,0,109570.21,2,1,1,172049.84,0
3075,15609653,614,44,6,118715.86,1,1,0,133591.11,1
3076,15594577,556,35,10,0,2,1,1,192751.18,0
3077,15584114,678,43,2,153393.18,2,1,1,193828.27,0
3078,15673367,587,33,6,132603.36,1,1,0,55775.72,0
3079,15685576,527,36,6,0,2,1,1,102280.29,0
3080,15774727,757,34,1,129398.01,2,0,0,44965.44,0
3081,15694288,468,28,3,0,2,1,0,170661.02,0
3082,15603319,693,29,2,151352.74,1,0,0,197145.89,0
3083,15759066,483,44,5,136836.49,1,1,0,192359.9,1
3084,15814816,466,40,4,91592.06,1,1,0,141210.18,1
3085,15724402,770,30,8,0,2,1,0,100557.03,0
3086,15571059,734,54,3,0,1,1,0,130805.54,1
3087,15674206,716,22,8,0,2,1,1,92606.98,0
3088,15715160,439,36,2,165536.28,2,1,1,123956.83,0
3089,15730448,538,25,5,62482.95,1,1,1,102758.43,0
3090,15662067,743,40,8,68155.59,1,1,0,94876.65,0
3091,15779581,734,43,3,55853.33,2,0,1,94811.85,1
3092,15662901,656,37,2,0,2,0,1,67840.81,0
3093,15689751,666,31,2,79589.43,1,0,0,4050.57,0
3094,15667742,627,41,5,100880.76,1,0,1,134665.25,0
3095,15738448,480,25,3,174330.35,2,0,0,181647.13,0
3096,15680243,792,19,7,143390.51,1,1,0,33282.84,0
3097,15745083,613,59,8,91415.76,1,0,0,27965,1
3098,15708228,476,30,3,134366.42,1,1,0,68343.53,0
3099,15628523,539,24,3,0,2,1,1,198161.07,0
3100,15708196,696,60,8,88786.81,1,1,1,196858.4,0
3101,15735549,810,35,3,96814.46,2,1,1,120511.03,0
3102,15809347,763,32,9,160680.41,1,1,0,30886.35,0
3103,15660866,640,29,3,0,2,1,0,2743.69,0
3104,15766609,655,47,10,0,2,1,0,167778.62,0
3105,15654230,526,31,5,145537.21,1,1,0,132404.64,0
3106,15794566,678,28,4,0,2,1,1,144423.17,1
3107,15800890,554,45,6,0,2,1,1,181204.5,0
3108,15697424,597,30,2,119370.11,1,1,1,182726.22,1
3109,15724536,560,28,1,0,2,1,1,120880.72,0
3110,15735878,850,47,10,134381.52,1,0,0,26812.89,1
3111,15707596,546,74,8,114888.74,2,1,1,66732.63,1
3112,15657163,623,42,1,149332.48,2,1,0,100834.22,0
3113,15622478,698,40,7,105061.74,3,1,0,107815.31,1
3114,15779529,620,32,7,0,2,1,1,34665.79,0
3115,15636023,619,40,10,0,1,1,1,147093.84,1
3116,15582066,561,21,4,0,1,1,1,36942.35,0
3117,15666675,753,39,7,155062.8,1,1,1,16460.77,0
3118,15732987,721,43,3,88798.34,1,0,0,45610.63,0
3119,15789432,451,33,6,0,2,1,0,184954.11,0
3120,15663161,680,51,5,143139.87,1,0,0,47795.43,1
3121,15694879,590,23,7,0,2,1,0,196789.9,0
3122,15593715,634,27,3,107027.52,1,1,0,173425.68,0
3123,15575002,676,29,4,140720.93,1,1,0,36221.18,0
3124,15622171,642,30,8,80964.57,2,1,0,174738.2,0
3125,15795224,760,39,6,178585.46,1,1,0,67131.3,1
3126,15685346,736,26,4,135889.13,1,1,1,165692.03,0
3127,15691808,656,43,7,134919.85,1,1,0,194691.95,0
3128,15721007,776,33,8,115130.34,1,0,0,129525.5,1
3129,15794253,832,34,6,138190.13,2,0,1,146511.2,0
3130,15694453,631,37,9,131519.49,2,1,1,51752.18,0
3131,15813113,795,56,5,0,1,1,0,35418.69,1
3132,15614187,648,39,3,126935.98,2,0,1,57995.74,0
3133,15619407,615,39,4,133707.09,1,1,1,108152.75,0
3134,15646227,682,27,1,97893.2,1,1,0,166144.98,0
3135,15660541,694,34,5,127900.03,1,1,0,101737.8,0
3136,15753874,694,37,10,143835.47,1,0,1,33326.71,0
3137,15617877,607,44,0,0,2,1,1,81140.09,0
3138,15772073,664,48,10,0,1,1,0,140173.17,1
3139,15701537,756,60,2,0,1,1,1,166513.49,1
3140,15736228,645,40,3,129596.77,1,1,1,103232.6,0
3141,15780572,653,30,4,0,2,1,0,120736.04,0
3142,15769596,710,24,2,110407.44,2,0,0,15832.43,1
3143,15586996,697,76,7,0,2,0,1,188772.45,0
3144,15722061,619,41,8,142015.76,2,1,0,114323.66,0
3145,15638003,648,55,1,81370.07,1,0,1,181534.04,0
3146,15775590,482,48,2,69329.47,1,0,0,102640.52,1
3147,15730688,548,28,8,116755.5,2,1,1,158585.17,1
3148,15753102,752,44,6,83870.33,1,1,0,178722.24,0
3149,15810075,648,39,6,130694.89,2,1,1,153955.38,1
3150,15723373,643,34,8,117451.47,1,1,0,65374.86,0
3151,15795298,573,35,9,206868.78,2,0,1,102986.15,0
3152,15584320,686,39,3,111695.62,1,0,0,136643.84,0
3153,15724161,644,40,9,137285.26,4,1,0,77063.63,1
3154,15750056,702,29,6,149218.39,1,1,1,9633.01,0
3155,15609637,652,51,7,0,2,0,1,43496.36,0
3156,15794493,641,32,7,0,2,1,1,24267.28,0
3157,15569641,692,41,8,130701.29,1,1,0,59354.24,1
3158,15815236,574,34,5,0,2,0,0,28269.86,0
3159,15811177,643,31,3,167949.48,1,1,0,143162.34,0
3160,15680587,834,23,4,131254.81,1,1,0,20199.3,0
3161,15672821,591,28,5,0,2,1,1,48606.92,0
3162,15767681,470,34,9,0,2,0,1,89013.67,0
3163,15600379,608,34,7,86656.13,1,0,1,59890.29,0
3164,15801336,649,37,8,114737.26,1,1,1,106655.88,1
3165,15721592,665,38,5,0,2,1,0,156439.56,0
3166,15581282,651,39,6,0,1,1,0,24176.44,0
3167,15746203,555,62,4,119817.33,1,0,1,43507.1,1
3168,15583137,637,48,7,130806.99,2,1,1,132005.85,1
3169,15680752,675,49,0,0,1,1,1,80496.71,1
3170,15688172,677,40,5,0,2,1,0,88947.56,0
3171,15791373,850,35,2,80931.75,1,0,0,12639.67,1
3172,15589449,815,56,3,0,3,1,1,94248.16,1
3173,15692819,665,32,1,132178.67,1,0,0,11865.76,0
3174,15727467,485,27,3,0,2,1,0,141449.86,0
3175,15734312,577,43,6,0,2,1,1,149457.81,0
3176,15764604,586,35,7,164769.02,3,1,0,119814.25,1
3177,15613014,722,29,1,107233.85,2,1,0,24924.92,0
3178,15759684,528,27,7,176227.07,2,0,1,139481.53,0
3179,15609669,542,39,4,109949.39,2,1,1,41268.65,0
3180,15685536,552,34,5,0,2,1,1,1351.41,0
3181,15750447,678,60,10,117738.81,1,1,0,147489.76,1
3182,15663249,575,37,9,133292.45,1,1,0,111175.09,0
3183,15638646,669,43,1,160474.59,1,1,1,95963.14,0
3184,15734161,636,43,6,0,2,1,0,43128.95,0
3185,15631070,667,55,9,154393.43,1,1,1,137674.96,1
3186,15761950,652,45,9,110827.49,1,1,1,153383.54,1
3187,15649668,637,36,10,145750.45,2,1,1,96660.76,0
3188,15713912,516,45,8,109044.3,1,0,1,115818.16,0
3189,15586757,801,32,4,75170.54,1,1,1,37898.5,0
3190,15596522,692,42,2,0,2,1,0,145222.93,0
3191,15625395,585,28,6,105795.9,1,1,1,41219.09,0
3192,15760570,590,32,5,0,2,1,0,59249.83,0
3193,15566689,554,66,8,0,2,1,1,116747.62,0
3194,15725794,659,49,1,0,1,1,0,116249.72,1
3195,15673539,690,26,3,118097.87,1,1,0,61257.83,0
3196,15705298,697,29,0,172693.54,1,0,0,141798.98,0
3197,15675791,610,36,4,129440.3,2,1,0,102638.35,0
3198,15747043,599,36,4,0,2,0,0,13210.56,0
3199,15736397,544,23,1,96471.2,1,1,0,35550.97,0
3200,15678201,548,46,1,0,1,1,1,104469.06,1
3201,15720745,635,24,4,140197.18,1,1,1,142935.83,0
3202,15637593,722,20,6,0,2,1,0,195486.28,0
3203,15598070,564,33,4,135946.26,1,1,0,63170,0
3204,15787550,719,69,3,0,2,1,1,58320.06,0
3205,15603942,547,50,3,81290.02,3,0,1,177747.03,1
3206,15733973,850,42,8,0,1,1,0,19632.64,1
3207,15596761,515,60,9,113715.36,1,1,0,18424.24,1
3208,15652400,667,56,2,168883.08,1,0,1,18897.78,0
3209,15717893,607,36,8,143421.74,1,1,0,97879.02,0
3210,15622585,525,26,7,153644.39,1,1,1,63197.88,0
3211,15733964,606,53,1,109330.06,1,1,1,75860.01,0
3212,15753861,686,27,1,115095.88,2,0,0,78622.46,0
3213,15747097,611,35,10,0,1,1,1,23598.23,1
3214,15594762,827,46,1,183276.32,1,1,1,13460.27,0
3215,15667417,572,33,9,68193.72,1,1,0,19998.31,0
3216,15684861,726,32,8,0,2,0,0,185075.63,0
3217,15742204,579,31,6,139729.54,1,0,1,135815.38,0
3218,15623502,598,56,4,98365.33,1,1,1,44251.33,0
3219,15774872,663,36,10,0,2,1,0,136349.55,0
3220,15611191,505,37,10,122453.97,2,1,1,52693.99,0
3221,15674331,576,30,7,132174.41,2,0,0,93767.03,0
3222,15619465,555,24,2,0,2,0,1,197866.55,0
3223,15575247,524,30,1,0,2,1,0,126812.85,0
3224,15695679,776,39,2,104349.45,1,0,0,79503.05,0
3225,15713463,645,41,2,138881.04,1,1,0,129936.53,1
3226,15785170,850,32,0,116968.91,1,0,0,175094.62,0
3227,15796351,603,35,1,105346.03,2,1,1,130379.5,0
3228,15639576,691,26,9,136623.19,1,1,0,153228,0
3229,15693264,583,29,10,0,2,1,1,111285.85,0
3230,15589715,584,66,5,0,1,1,0,49553.38,1
3231,15769902,679,33,6,0,2,1,1,98015.85,0
3232,15587177,646,36,6,124445.52,1,1,0,88481.32,0
3233,15814553,559,34,5,68999.66,2,1,1,66879.27,0
3234,15601550,595,36,6,85768.42,1,1,1,24802.77,0
3235,15664907,527,47,1,0,1,1,0,21312.16,1
3236,15612465,684,34,9,100628,2,1,1,190263.78,0
3237,15810800,673,32,0,0,1,1,1,72873.33,0
3238,15665760,802,38,7,0,2,0,1,57764.65,0
3239,15588080,675,54,6,0,1,1,0,110273.84,1
3240,15776844,762,19,6,0,2,1,0,55500.17,0
3241,15717560,580,50,0,125647.36,1,1,0,57541.08,1
3242,15629739,621,31,8,100375.39,1,1,1,90384.26,0
3243,15729908,411,36,10,0,1,0,0,120694.35,0
